Discharge Year;Patient County;PDI Number;PDI Name;Medicaid PDI Hospitalizations;County Medicaid Population;Observed Rate per 100,000 people;Expected PQI Hospitalizations;Expected Rate per 100,000 people;Risk Adjusted Rate per 100,000 people;Difference in Hospitalizations
2013;Chautauqua;PDI_92;Pediatric Quality Chronic Composite;3;8,529;35.17;13.23;155.14;56.15;-10.23
2012;Chemung;PDI_14;Asthma;17;7,193;236.34;14.48;201.25;384.89;2.52
2013;Chemung;PDI_14;Asthma;9;7,505;119.92;14.7;195.82;200.43;-5.7
2012;Chemung;PDI_15;Diabetes Short-term Complications;3;4,977;60.28;1.69;34.02;58.34;1.31
2013;Chemung;PDI_15;Diabetes Short-term Complications;1;5,274;18.96;1.65;31.21;20.02;-0.65
2012;Chemung;PDI_16;Gastroenteritis;12;8,431;142.33;6.96;82.52;213.16;5.04
2013;Chemung;PDI_16;Gastroenteritis;7;8,700;80.46;7.98;91.73;107.61;-0.98
2012;Chemung;PDI_18;Urinary Tract Infection;4;8,431;47.44;3.22;38.16;61.53;0.78
2013;Chemung;PDI_18;Urinary Tract Infection;7;8,700;80.46;3.61;41.49;99.51;3.39
2012;Chemung;PDI_90;Pediatric Quality Overall Composite;14;4,977;281.29;11.29;226.82;410.01;2.71
2013;Chemung;PDI_90;Pediatric Quality Overall Composite;10;5,274;189.61;11.77;223.09;277.35;-1.77
2012;Chemung;PDI_91;Pediatric Quality Acute Composite;5;4,977;100.46;2.91;58.44;132.64;2.09
2013;New York;PDI_14;Asthma;553;104,916;527.09;399.64;380.91;452.87;153.36
2013;Chemung;PDI_91;Pediatric Quality Acute Composite;7;5,274;132.73;3.44;65.26;159.97;3.56
2012;Chemung;PDI_92;Pediatric Quality Chronic Composite;9;4,977;180.83;8.38;168.38;272.19;0.62
2013;Chemung;PDI_92;Pediatric Quality Chronic Composite;3;5,274;56.88;8.32;157.83;89.26;-5.32
2012;Chenango;PDI_14;Asthma;5;3,928;127.29;4.76;121.24;344.09;0.24
2013;Chenango;PDI_14;Asthma;1;3,962;25.24;4.46;112.57;73.38;-3.46
2012;Chenango;PDI_15;Diabetes Short-term Complications;0;2,815;0;0.92;32.63;0;-0.92
2013;Chenango;PDI_15;Diabetes Short-term Complications;0;2,883;0;0.83;28.83;0;-0.83
2012;Chenango;PDI_16;Gastroenteritis;0;4,562;0;3.09;67.71;0;-3.09
2013;Chenango;PDI_16;Gastroenteritis;1;4,545;22;3.51;77.25;34.94;-2.51
2012;Chenango;PDI_18;Urinary Tract Infection;1;4,562;21.92;1.57;34.45;31.48;-0.57
2013;Chenango;PDI_18;Urinary Tract Infection;3;4,545;66.01;1.71;37.65;89.97;1.29
2012;Chenango;PDI_90;Pediatric Quality Overall Composite;4;2,815;142.1;4.75;168.68;278.51;-0.75
2013;Chenango;PDI_90;Pediatric Quality Overall Composite;1;2,883;34.69;4.76;164.98;68.61;-3.76
2012;Chenango;PDI_91;Pediatric Quality Acute Composite;0;2,815;0;1.46;51.82;0;-1.46
2013;Chenango;PDI_91;Pediatric Quality Acute Composite;1;2,883;34.69;1.76;60.88;44.82;-0.76
2012;Chenango;PDI_92;Pediatric Quality Chronic Composite;4;2,815;142.1;3.29;116.86;308.18;0.71
2013;Chenango;PDI_92;Pediatric Quality Chronic Composite;0;2,883;0;3;104.1;0;-3
2012;Clinton;PDI_14;Asthma;5;4,894;102.17;6.41;131.01;255.59;-1.41
2013;Clinton;PDI_14;Asthma;9;5,168;174.15;6.31;122.17;466.52;2.69
2012;Clinton;PDI_15;Diabetes Short-term Complications;1;3,400;29.41;1.14;33.65;28.78;-0.14
2013;Clinton;PDI_15;Diabetes Short-term Complications;0;3,683;0;1.04;28.31;0;-1.04
2012;Clinton;PDI_16;Gastroenteritis;1;5,710;17.51;4.04;70.72;30.61;-3.04
2013;Clinton;PDI_16;Gastroenteritis;5;5,973;83.71;4.79;80.2;128.05;0.21
2012;Clinton;PDI_18;Urinary Tract Infection;3;5,710;52.54;2.04;35.69;72.85;0.96
2013;Clinton;PDI_18;Urinary Tract Infection;3;5,973;50.23;2.25;37.75;68.27;0.75
2012;Clinton;PDI_90;Pediatric Quality Overall Composite;4;3,400;117.65;5.94;174.69;222.65;-1.94
2013;Clinton;PDI_90;Pediatric Quality Overall Composite;7;3,683;190.06;6.22;168.85;367.32;0.78
2012;Clinton;PDI_91;Pediatric Quality Acute Composite;0;3,400;0;1.8;52.98;0;-1.8
2013;Clinton;PDI_91;Pediatric Quality Acute Composite;5;3,683;135.76;2.22;60.32;177.03;2.78
2012;Clinton;PDI_92;Pediatric Quality Chronic Composite;4;3,400;117.65;4.14;121.71;244.99;-0.14
2013;Clinton;PDI_92;Pediatric Quality Chronic Composite;2;3,683;54.3;4;108.53;123.92;-2
2012;Columbia;PDI_14;Asthma;3;3,533;84.91;7.76;219.74;126.65;-4.76
2013;Columbia;PDI_14;Asthma;1;3,737;26.76;7.94;212.44;41.23;-6.94
2012;Columbia;PDI_15;Diabetes Short-term Complications;4;2,438;164.07;0.8;32.97;163.88;3.2
2013;Columbia;PDI_15;Diabetes Short-term Complications;2;2,629;76.07;0.82;31.01;80.84;1.18
2012;Columbia;PDI_16;Gastroenteritis;2;4,109;48.67;3.75;91.33;65.87;-1.75
2013;Columbia;PDI_16;Gastroenteritis;5;4,315;115.87;4.21;97.58;145.7;0.79
2012;Columbia;PDI_18;Urinary Tract Infection;3;4,109;73.01;1.65;40.23;89.8;1.35
2013;Columbia;PDI_18;Urinary Tract Infection;3;4,315;69.52;1.83;42.46;84.02;1.17
2012;Columbia;PDI_90;Pediatric Quality Overall Composite;9;2,438;369.16;5.76;236.21;516.69;3.24
2013;Columbia;PDI_90;Pediatric Quality Overall Composite;3;2,629;114.11;6.1;231.92;160.56;-3.1
2012;Columbia;PDI_91;Pediatric Quality Acute Composite;2;2,438;82.03;1.45;59.63;106.16;0.55
2013;Columbia;PDI_91;Pediatric Quality Acute Composite;0;2,629;0;1.74;66.25;0;-1.74
2012;Columbia;PDI_92;Pediatric Quality Chronic Composite;7;2,438;287.12;4.31;176.59;412.11;2.69
2013;Columbia;PDI_92;Pediatric Quality Chronic Composite;3;2,629;114.11;4.36;165.67;170.59;-1.36
2012;Cortland;PDI_14;Asthma;6;3,591;167.08;4.85;135.04;405.52;1.15
2013;Cortland;PDI_14;Asthma;1;3,696;27.06;4.35;117.58;75.31;-3.35
2012;Cortland;PDI_15;Diabetes Short-term Complications;0;2,504;0;0.85;34.05;0;-0.85
2013;Cortland;PDI_15;Diabetes Short-term Complications;0;2,615;0;0.75;28.58;0;-0.75
2012;Cortland;PDI_16;Gastroenteritis;1;4,149;24.1;2.94;70.77;42.09;-1.94
2013;Cortland;PDI_16;Gastroenteritis;0;4,235;0;3.32;78.35;0;-3.32
2012;Cortland;PDI_18;Urinary Tract Infection;4;4,149;96.41;1.5;36.08;132.23;2.5
2013;Cortland;PDI_18;Urinary Tract Infection;1;4,235;23.61;1.6;37.84;32.02;-0.6
2012;Cortland;PDI_90;Pediatric Quality Overall Composite;6;2,504;239.62;4.5;179.71;440.83;1.5
2013;Cortland;PDI_90;Pediatric Quality Overall Composite;0;2,615;0;4.42;168.85;0;-4.42
2012;Cortland;PDI_91;Pediatric Quality Acute Composite;2;2,504;79.87;1.34;53.71;114.74;0.66
2013;Cortland;PDI_91;Pediatric Quality Acute Composite;0;2,615;0;1.59;60.9;0;-1.59
2012;Cortland;PDI_92;Pediatric Quality Chronic Composite;4;2,504;159.74;3.15;126;321.34;0.85
2013;Cortland;PDI_92;Pediatric Quality Chronic Composite;0;2,615;0;2.82;107.95;0;-2.82
2012;Delaware;PDI_14;Asthma;4;2,857;140.01;4.15;145.15;316.14;-0.15
2013;Delaware;PDI_14;Asthma;4;3,025;132.23;3.95;130.49;331.65;0.05
2012;Delaware;PDI_15;Diabetes Short-term Complications;0;1,978;0;0.67;33.71;0;-0.67
2013;Delaware;PDI_15;Diabetes Short-term Complications;0;2,168;0;0.63;28.95;0;-0.63
2012;Delaware;PDI_16;Gastroenteritis;2;3,310;60.42;2.5;75.38;99.06;-0.5
2013;Delaware;PDI_16;Gastroenteritis;1;3,470;28.82;2.82;81.18;43.55;-1.82
2012;Delaware;PDI_18;Urinary Tract Infection;0;3,310;0;1.23;37.26;0;-1.23
2013;Delaware;PDI_18;Urinary Tract Infection;0;3,470;0;1.33;38.41;0;-1.33
2012;Delaware;PDI_90;Pediatric Quality Overall Composite;3;1,978;151.67;3.71;187.45;267.5;-0.71
2013;Delaware;PDI_90;Pediatric Quality Overall Composite;4;2,168;184.5;3.86;177.97;338.29;0.14
2012;Delaware;PDI_91;Pediatric Quality Acute Composite;1;1,978;50.56;1.1;55.47;70.32;-0.1
2013;Delaware;PDI_91;Pediatric Quality Acute Composite;1;2,168;46.13;1.35;62.24;58.3;-0.35
2012;Delaware;PDI_92;Pediatric Quality Chronic Composite;2;1,978;101.11;2.61;131.98;194.18;-0.61
2013;Delaware;PDI_92;Pediatric Quality Chronic Composite;3;2,168;138.38;2.51;115.73;296.11;0.49
2012;Dutchess;PDI_14;Asthma;36;12,715;283.13;40.66;319.76;290.2;-4.66
2013;Dutchess;PDI_14;Asthma;45;13,622;330.35;42.39;311.21;347.41;2.61
2012;Dutchess;PDI_15;Diabetes Short-term Complications;0;8,788;0;3.03;34.48;0;-3.03
2013;Dutchess;PDI_15;Diabetes Short-term Complications;2;9,607;20.82;3.29;34.28;20.02;-1.29
2012;Dutchess;PDI_16;Gastroenteritis;11;14,858;74.03;17.8;119.77;76.39;-6.8
2013;Dutchess;PDI_16;Gastroenteritis;14;15,781;88.71;18.73;118.69;91.7;-4.73
2012;Dutchess;PDI_18;Urinary Tract Infection;4;14,858;26.92;7.26;48.84;27.28;-3.26
2013;Dutchess;PDI_18;Urinary Tract Infection;5;15,781;31.68;7.81;49.5;32.85;-2.81
2012;Dutchess;PDI_90;Pediatric Quality Overall Composite;22;8,788;250.34;28.08;319.53;259.02;-6.08
2013;Dutchess;PDI_90;Pediatric Quality Overall Composite;23;9,607;239.41;29.9;311.22;251.03;-6.9
2012;Dutchess;PDI_91;Pediatric Quality Acute Composite;6;8,788;68.27;6.41;72.93;72.23;-0.41
2013;Dutchess;PDI_91;Pediatric Quality Acute Composite;5;9,607;52.05;7.27;75.7;54.07;-2.27
2012;Dutchess;PDI_92;Pediatric Quality Chronic Composite;16;8,788;182.07;21.67;246.6;187.12;-5.67
2013;Dutchess;PDI_92;Pediatric Quality Chronic Composite;18;9,607;187.36;22.63;235.51;197.03;-4.63
2012;Erie;PDI_14;Asthma;150;63,966;234.5;203.47;318.09;241.62;-53.47
2013;Erie;PDI_14;Asthma;124;67,260;184.36;211.88;315.02;191.53;-87.88
2012;Erie;PDI_15;Diabetes Short-term Complications;26;45,347;57.34;16.2;35.72;52.86;9.8
2013;Erie;PDI_15;Diabetes Short-term Complications;40;48,333;82.76;17.37;35.94;75.88;22.63
2012;Erie;PDI_16;Gastroenteritis;62;73,395;84.47;72.42;98.67;105.81;-10.42
2013;Erie;PDI_16;Gastroenteritis;52;77,036;67.5;79.71;103.47;80.04;-27.71
2012;Erie;PDI_18;Urinary Tract Infection;30;73,395;40.87;28.85;39.31;51.46;1.15
2013;Erie;PDI_18;Urinary Tract Infection;30;77,036;38.94;31.93;41.45;48.21;-1.93
2012;Erie;PDI_90;Pediatric Quality Overall Composite;113;45,347;249.19;146.43;322.9;255.14;-33.43
2013;Erie;PDI_90;Pediatric Quality Overall Composite;125;48,333;258.62;149.01;308.3;273.73;-24.01
2012;Erie;PDI_91;Pediatric Quality Acute Composite;19;45,347;41.9;29.74;65.59;49.29;-10.74
2013;Erie;PDI_91;Pediatric Quality Acute Composite;21;48,333;43.45;32.78;67.83;50.38;-11.78
2012;Erie;PDI_92;Pediatric Quality Chronic Composite;94;45,347;207.29;116.68;257.31;204.18;-22.68
2013;Erie;PDI_92;Pediatric Quality Chronic Composite;104;48,333;215.17;116.23;240.47;221.61;-12.23
2012;Essex;PDI_14;Asthma;2;2,051;97.51;2.37;115.5;276.72;-0.37
2013;Essex;PDI_14;Asthma;1;2,208;45.29;2.22;100.51;147.47;-1.22
2012;Essex;PDI_15;Diabetes Short-term Complications;1;1,444;69.25;0.48;33.58;67.92;0.52
2013;Essex;PDI_15;Diabetes Short-term Complications;0;1,573;0;0.45;28.85;0;-0.45
2012;Essex;PDI_16;Gastroenteritis;3;2,403;124.84;1.63;67.85;227.4;1.37
2013;Essex;PDI_16;Gastroenteritis;1;2,548;39.25;1.94;76.26;63.14;-0.94
2012;Essex;PDI_18;Urinary Tract Infection;0;2,403;0;0.83;34.48;0;-0.83
2013;Essex;PDI_18;Urinary Tract Infection;0;2,548;0;0.94;36.92;0;-0.94
2012;Essex;PDI_90;Pediatric Quality Overall Composite;1;1,444;69.25;2.34;162.02;141.31;-1.34
2013;Essex;PDI_90;Pediatric Quality Overall Composite;1;1,573;63.57;2.43;154.41;134.35;-1.43
2012;Essex;PDI_91;Pediatric Quality Acute Composite;0;1,444;0;0.74;51.25;0;-0.74
2013;Essex;PDI_91;Pediatric Quality Acute Composite;0;1,573;0;0.93;59.05;0;-0.93
2012;Essex;PDI_92;Pediatric Quality Chronic Composite;1;1,444;69.25;1.6;110.77;158.46;-0.6
2013;Essex;PDI_92;Pediatric Quality Chronic Composite;1;1,573;63.57;1.5;95.36;165.1;-0.5
2012;Franklin;PDI_14;Asthma;5;3,312;150.97;4.69;141.73;349.1;0.31
2013;Franklin;PDI_14;Asthma;1;3,448;29;4.85;140.52;67.55;-3.85
2012;Franklin;PDI_15;Diabetes Short-term Complications;0;2,288;0;0.74;32.14;0;-0.74
2013;Franklin;PDI_15;Diabetes Short-term Complications;0;2,399;0;0.68;28.31;0;-0.68
2012;Franklin;PDI_16;Gastroenteritis;3;3,878;77.36;2.83;73.06;130.85;0.17
2013;Franklin;PDI_16;Gastroenteritis;1;4,034;24.79;3.48;86.15;35.3;-2.48
2012;Franklin;PDI_18;Urinary Tract Infection;1;3,878;25.79;1.39;35.8;35.65;-0.39
2013;Franklin;PDI_18;Urinary Tract Infection;1;4,034;24.79;1.63;40.34;31.54;-0.63
2012;Franklin;PDI_90;Pediatric Quality Overall Composite;4;2,288;174.83;4.1;179.01;322.88;-0.1
2013;Franklin;PDI_90;Pediatric Quality Overall Composite;1;2,399;41.68;4.35;181.4;74.99;-3.35
2012;Franklin;PDI_91;Pediatric Quality Acute Composite;2;2,288;87.41;1.23;53.68;125.63;0.77
2013;Franklin;PDI_91;Pediatric Quality Acute Composite;0;2,399;0;1.52;63.31;0;-1.52
2012;Franklin;PDI_92;Pediatric Quality Chronic Composite;2;2,288;87.41;2.87;125.33;176.78;-0.87
2013;Franklin;PDI_92;Pediatric Quality Chronic Composite;1;2,399;41.68;2.83;118.08;87.43;-1.83
2012;Fulton;PDI_14;Asthma;16;5,113;312.93;6.86;134.07;764.96;9.14
2013;Fulton;PDI_14;Asthma;13;5,175;251.21;6.46;124.92;658.11;6.54
2012;Fulton;PDI_15;Diabetes Short-term Complications;0;3,680;0;1.22;33.2;0;-1.22
2013;Fulton;PDI_15;Diabetes Short-term Complications;1;3,783;26.43;1.13;29.93;29.11;-0.13
2012;Fulton;PDI_16;Gastroenteritis;12;5,829;205.87;4.13;70.86;359.04;7.87
2013;Fulton;PDI_16;Gastroenteritis;9;5,851;153.82;4.54;77.56;243.32;4.46
2012;Fulton;PDI_18;Urinary Tract Infection;5;5,829;85.78;2.09;35.89;118.27;2.91
2013;Fulton;PDI_18;Urinary Tract Infection;6;5,851;102.55;2.2;37.59;139.99;3.8
2012;Fulton;PDI_90;Pediatric Quality Overall Composite;16;3,680;434.78;6.57;178.57;804.97;9.43
2013;Fulton;PDI_90;Pediatric Quality Overall Composite;14;3,783;370.08;6.6;174.49;692.07;7.4
2012;Fulton;PDI_91;Pediatric Quality Acute Composite;4;3,680;108.7;1.96;53.18;157.7;2.04
2013;Fulton;PDI_91;Pediatric Quality Acute Composite;6;3,783;158.6;2.3;60.81;205.14;3.7
2012;Fulton;PDI_92;Pediatric Quality Chronic Composite;12;3,680;326.09;4.61;125.39;659.13;7.39
2013;Fulton;PDI_92;Pediatric Quality Chronic Composite;8;3,783;211.47;4.3;113.68;460.7;3.7
2012;Genesee;PDI_14;Asthma;1;3,213;31.12;5.82;181.19;56.3;-4.82
2013;Genesee;PDI_14;Asthma;2;3,373;59.29;5.64;167.3;115.99;-3.64
2012;Genesee;PDI_15;Diabetes Short-term Complications;0;2,236;0;0.76;33.84;0;-0.76
2013;Genesee;PDI_15;Diabetes Short-term Complications;0;2,421;0;0.75;30.81;0;-0.75
2012;Genesee;PDI_16;Gastroenteritis;1;3,723;26.86;3.11;83.43;39.79;-2.11
2013;Genesee;PDI_16;Gastroenteritis;0;3,897;0;3.47;89;0;-3.47
2012;Genesee;PDI_18;Urinary Tract Infection;1;3,723;26.86;1.48;39.83;33.37;-0.48
2013;Genesee;PDI_18;Urinary Tract Infection;0;3,897;0;1.62;41.45;0;-1.62
2012;Genesee;PDI_90;Pediatric Quality Overall Composite;1;2,236;44.72;4.68;209.29;70.65;-3.68
2013;Genesee;PDI_90;Pediatric Quality Overall Composite;1;2,421;41.31;4.96;204.94;65.77;-3.96
2012;Genesee;PDI_91;Pediatric Quality Acute Composite;1;2,236;44.72;1.3;57.96;59.53;-0.3
2013;Genesee;PDI_91;Pediatric Quality Acute Composite;0;2,421;0;1.56;64.42;0;-1.56
2012;Genesee;PDI_92;Pediatric Quality Chronic Composite;0;2,236;0;3.38;151.33;0;-3.38
2013;Genesee;PDI_92;Pediatric Quality Chronic Composite;1;2,421;41.31;3.4;140.52;72.8;-2.4
2012;Greene;PDI_14;Asthma;0;2,964;0;4.87;164.27;0;-4.87
2013;Greene;PDI_14;Asthma;4;3,091;129.41;4.96;160.39;264.06;-0.96
2012;Greene;PDI_15;Diabetes Short-term Complications;0;2,092;0;0.75;35.76;0;-0.75
2013;Greene;PDI_15;Diabetes Short-term Complications;1;2,209;45.27;0.69;31.04;48.07;0.31
2012;Greene;PDI_16;Gastroenteritis;0;3,442;0;2.75;80.01;0;-2.75
2013;Greene;PDI_16;Gastroenteritis;1;3,545;28.21;3.11;87.68;39.47;-2.11
2012;Greene;PDI_18;Urinary Tract Infection;0;3,442;0;1.35;39.1;0;-1.35
2013;Greene;PDI_18;Urinary Tract Infection;2;3,545;56.42;1.47;41.53;69.71;0.53
2012;Greene;PDI_90;Pediatric Quality Overall Composite;0;2,092;0;4.27;204.1;0;-4.27
2013;Greene;PDI_90;Pediatric Quality Overall Composite;4;2,209;181.08;4.4;199.18;296.66;-0.4
2012;Greene;PDI_91;Pediatric Quality Acute Composite;0;2,092;0;1.23;58.72;0;-1.23
2013;Greene;PDI_91;Pediatric Quality Acute Composite;1;2,209;45.27;1.43;64.95;54.82;-0.43
2012;Greene;PDI_92;Pediatric Quality Chronic Composite;0;2,092;0;3.04;145.38;0;-3.04
2013;Greene;PDI_92;Pediatric Quality Chronic Composite;3;2,209;135.81;2.97;134.23;250.58;0.03
2012;Hamilton;PDI_14;Asthma;0;198;0;0.25;127.28;0;-0.25
2013;Hamilton;PDI_14;Asthma;0;206;0;0.24;117.76;0;-0.24
2012;Hamilton;PDI_15;Diabetes Short-term Complications;0;147;0;0.05;32.15;0;-0.05
2013;Hamilton;PDI_15;Diabetes Short-term Complications;0;149;0;0.04;28.5;0;-0.04
2012;Hamilton;PDI_16;Gastroenteritis;0;228;0;0.15;67.17;0;-0.15
2013;Hamilton;PDI_16;Gastroenteritis;2;244;819.67;0.2;81.15;1,239.27;1.8
2012;Hamilton;PDI_18;Urinary Tract Infection;0;228;0;0.09;37.61;0;-0.09
2013;Hamilton;PDI_18;Urinary Tract Infection;0;244;0;0.09;35.77;0;-0.09
2012;Hamilton;PDI_90;Pediatric Quality Overall Composite;0;147;0;0.25;171.41;0;-0.25
2013;Hamilton;PDI_90;Pediatric Quality Overall Composite;0;149;0;0.25;170.71;0;-0.25
2012;Hamilton;PDI_91;Pediatric Quality Acute Composite;0;147;0;0.08;54.56;0;-0.08
2013;Hamilton;PDI_91;Pediatric Quality Acute Composite;0;149;0;0.09;60.03;0;-0.09
2012;Hamilton;PDI_92;Pediatric Quality Chronic Composite;0;147;0;0.17;116.85;0;-0.17
2013;Hamilton;PDI_92;Pediatric Quality Chronic Composite;0;149;0;0.16;110.68;0;-0.16
2012;Herkimer;PDI_14;Asthma;4;4,191;95.44;5.34;127.52;245.29;-1.34
2013;Herkimer;PDI_14;Asthma;1;4,376;22.85;5.3;121.19;61.71;-4.3
2012;Herkimer;PDI_15;Diabetes Short-term Complications;0;2,993;0;1;33.45;0;-1
2013;Herkimer;PDI_15;Diabetes Short-term Complications;1;3,156;31.69;0.94;29.78;35.06;0.06
2012;Herkimer;PDI_16;Gastroenteritis;2;4,897;40.84;3.4;69.33;72.8;-1.4
2013;Herkimer;PDI_16;Gastroenteritis;0;5,087;0;4.03;79.17;0;-4.03
2012;Herkimer;PDI_18;Urinary Tract Infection;3;4,897;61.26;1.75;35.72;84.88;1.25
2013;Herkimer;PDI_18;Urinary Tract Infection;0;5,087;0;1.96;38.52;0;-1.96
2012;Herkimer;PDI_90;Pediatric Quality Overall Composite;3;2,993;100.23;5.2;173.89;190.58;-2.2
2013;Herkimer;PDI_90;Pediatric Quality Overall Composite;2;3,156;63.37;5.36;169.69;121.86;-3.36
2012;Herkimer;PDI_91;Pediatric Quality Acute Composite;1;2,993;33.41;1.57;52.48;49.12;-0.57
2013;Herkimer;PDI_91;Pediatric Quality Acute Composite;0;3,156;0;1.9;60.05;0;-1.9
2012;Herkimer;PDI_92;Pediatric Quality Chronic Composite;2;2,993;66.82;3.63;121.41;139.5;-1.63
2013;Herkimer;PDI_92;Pediatric Quality Chronic Composite;2;3,156;63.37;3.46;109.64;143.14;-1.46
2012;Jefferson;PDI_14;Asthma;8;7,187;111.31;10.88;151.39;240.98;-2.88
2013;Jefferson;PDI_14;Asthma;13;7,518;172.92;10.97;145.89;387.92;2.03
2012;Jefferson;PDI_15;Diabetes Short-term Complications;0;4,872;0;1.66;34.04;0;-1.66
2013;Jefferson;PDI_15;Diabetes Short-term Complications;0;5,170;0;1.51;29.19;0;-1.51
2012;Jefferson;PDI_16;Gastroenteritis;3;8,472;35.41;6.52;76.92;56.89;-3.52
2013;Jefferson;PDI_16;Gastroenteritis;7;8,797;79.57;7.62;86.64;112.68;-0.62
2012;Jefferson;PDI_18;Urinary Tract Infection;2;8,472;23.61;3.17;37.4;31.24;-1.17
2013;Jefferson;PDI_18;Urinary Tract Infection;1;8,797;11.37;3.52;40;14.58;-2.52
2012;Jefferson;PDI_90;Pediatric Quality Overall Composite;6;4,872;123.15;9.1;186.81;217.96;-3.1
2013;Jefferson;PDI_90;Pediatric Quality Overall Composite;6;5,170;116.05;9.46;183;206.94;-3.46
2012;Jefferson;PDI_91;Pediatric Quality Acute Composite;2;4,872;41.05;2.68;55.02;57.57;-0.68
2013;Jefferson;PDI_91;Pediatric Quality Acute Composite;3;5,170;58.03;3.2;61.92;73.71;-0.2
2012;Jefferson;PDI_92;Pediatric Quality Chronic Composite;4;4,872;82.1;6.42;131.79;157.9;-2.42
2013;Jefferson;PDI_92;Pediatric Quality Chronic Composite;3;5,170;58.03;6.26;121.08;118.69;-3.26
2012;Kings;PDI_14;Asthma;1,313;359,492;365.24;1,201.02;334.09;358.3;111.98
2013;Kings;PDI_14;Asthma;1,349;366,053;368.53;1,225.51;334.79;360.26;123.49
2012;Kings;PDI_15;Diabetes Short-term Complications;81;249,002;32.53;81.03;32.54;32.92;-0.03
2013;Kings;PDI_15;Diabetes Short-term Complications;86;256,847;33.48;85.56;33.31;33.13;0.44
2012;Kings;PDI_16;Gastroenteritis;605;419,359;144.27;493.1;117.59;151.63;111.9
2013;Kings;PDI_16;Gastroenteritis;532;424,857;125.22;506.5;119.22;128.86;25.5
2012;Kings;PDI_18;Urinary Tract Infection;219;419,359;52.22;191.9;45.76;56.48;27.1
2013;Kings;PDI_18;Urinary Tract Infection;183;424,857;43.07;207.73;48.9;45.2;-24.73
2012;Kings;PDI_90;Pediatric Quality Overall Composite;959;249,002;385.14;834.3;335.06;380.03;124.7
2013;Kings;PDI_90;Pediatric Quality Overall Composite;965;256,847;375.71;844.66;328.86;372.81;120.34
2012;Kings;PDI_91;Pediatric Quality Acute Composite;234;249,002;93.98;186.02;74.7;97.06;47.98
2013;Kings;PDI_91;Pediatric Quality Acute Composite;219;256,847;85.26;195.7;76.19;88.02;23.3
2012;Kings;PDI_92;Pediatric Quality Chronic Composite;725;249,002;291.16;648.29;260.35;283.45;76.71
2013;Kings;PDI_92;Pediatric Quality Chronic Composite;746;256,847;290.45;648.96;252.67;284.69;97.04
2012;Lewis;PDI_14;Asthma;2;1,646;121.51;1.98;120.52;330.43;0.02
2013;Lewis;PDI_14;Asthma;3;1,741;172.31;1.88;108.12;521.61;1.12
2012;Lewis;PDI_15;Diabetes Short-term Complications;0;1,161;0;0.38;32.5;0;-0.38
2013;Lewis;PDI_15;Diabetes Short-term Complications;0;1,246;0;0.36;29.17;0;-0.36
2012;Lewis;PDI_16;Gastroenteritis;1;1,931;51.79;1.34;69.33;92.32;-0.34
2013;Lewis;PDI_16;Gastroenteritis;3;2,048;146.48;1.63;79.53;225.97;1.37
2012;Lewis;PDI_18;Urinary Tract Infection;1;1,931;51.79;0.67;34.45;74.4;0.33
2013;Lewis;PDI_18;Urinary Tract Infection;1;2,048;48.83;0.77;37.8;66.28;0.23
2012;Lewis;PDI_90;Pediatric Quality Overall Composite;1;1,161;86.13;1.91;164.86;172.73;-0.91
2013;Lewis;PDI_90;Pediatric Quality Overall Composite;2;1,246;160.51;2.01;161.23;324.86;-0.01
2012;Lewis;PDI_91;Pediatric Quality Acute Composite;0;1,161;0;0.59;50.56;0;-0.59
2013;Lewis;PDI_91;Pediatric Quality Acute Composite;0;1,246;0;0.73;58.48;0;-0.73
2012;Lewis;PDI_92;Pediatric Quality Chronic Composite;1;1,161;86.13;1.33;114.3;190.99;-0.33
2013;Lewis;PDI_92;Pediatric Quality Chronic Composite;2;1,246;160.51;1.28;102.75;386.88;0.72
2012;Livingston;PDI_14;Asthma;3;3,099;96.81;4.47;144.16;220.09;-1.47
2013;Livingston;PDI_14;Asthma;1;3,407;29.35;4.6;134.94;71.19;-3.6
2012;Livingston;PDI_15;Diabetes Short-term Complications;0;2,196;0;0.73;33.33;0;-0.73
2013;Livingston;PDI_15;Diabetes Short-term Complications;2;2,431;82.27;0.68;28.08;96.57;1.32
2012;Livingston;PDI_16;Gastroenteritis;0;3,618;0;2.78;76.81;0;-2.78
2013;Livingston;PDI_16;Gastroenteritis;0;3,885;0;3.27;84.15;0;-3.27
2012;Livingston;PDI_18;Urinary Tract Infection;0;3,618;0;1.36;37.48;0;-1.36
2013;Livingston;PDI_18;Urinary Tract Infection;3;3,885;77.22;1.53;39.43;100.5;1.47
2012;Livingston;PDI_90;Pediatric Quality Overall Composite;2;2,196;91.07;4.1;186.59;161.37;-2.1
2013;Livingston;PDI_90;Pediatric Quality Overall Composite;5;2,431;205.68;4.37;179.57;373.76;0.63
2012;Livingston;PDI_91;Pediatric Quality Acute Composite;0;2,196;0;1.21;55.14;0;-1.21
2013;Livingston;PDI_91;Pediatric Quality Acute Composite;2;2,431;82.27;1.5;61.9;104.54;0.5
2012;Livingston;PDI_92;Pediatric Quality Chronic Composite;2;2,196;91.07;2.89;131.45;175.61;-0.89
2013;Livingston;PDI_92;Pediatric Quality Chronic Composite;3;2,431;123.41;2.86;117.66;259.75;0.14
2012;Madison;PDI_14;Asthma;1;4,456;22.44;5.78;129.66;56.73;-4.78
