Year;Primary County;Dual Eligible;Major Diagnostic Category;Episode Disease Category;Beneficiaries with Condition;Beneficiaries with Admissions;Total Inpatient Admissions;Beneficiaries with ER Visits;Total ER Visits
2013;Warren;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Congestive Heart Failure;38;27;63;23;59
2013;Ontario;Non-Dual;Diseases And Disorders Of The Cardiovascular System;History of Myocardial Infarction;38;28;54;29;113
2013;Wayne;Dual;Substance Abuse;Drug Abuse - Cannabis/NOS/NEC;38;28;47;24;53
2013;Bronx;Non-Dual;Substance Abuse;Alcoholic Polyneuropathy;38;29;151;27;133
2013;Greene;Dual;Diseases And Disorders Of The Cardiovascular System;Angina and Ischemic Heart Disease;38;29;40;14;47
2013;Steuben;Dual;Substance Abuse;Drug Abuse - Cannabis/NOS/NEC;38;29;52;31;144
2013;Cortland;Non-Dual;Diseases And Disorders Of The Cardiovascular System;History of Myocardial Infarction;38;30;56;30;121
2013;Onondaga;Dual;Diseases And Disordes Of The Respiratory System;Tracheostomy Status;38;30;45;20;43
2013;Schenectady;Non-Dual;Diseases And Disordes Of The Respiratory System;Other Major Chronic Pulmonary Diagnoses;38;30;89;23;103
2013;Ulster;Non-Dual;Diseases And Disordes Of The Respiratory System;Status Asthmaticus;38;30;69;26;85
2013;Wayne;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Malignant and Other Significant Hypertension;38;30;74;22;60
2013;Albany;Dual;Substance Abuse;Opioid Abuse - Continuous;38;31;101;31;234
2013;Dutchess;Dual;Diseases And Disorders Of The Cardiovascular System;Unstable Angina;38;31;59;20;76
2013;Herkimer;Non-Dual;Substance Abuse;Drug Abuse Related Diagnoses;38;31;47;22;73
2013;Herkimer;Non-Dual;Diseases And Disorders Of The Cardiovascular System;History of Myocardial Infarction;38;32;62;20;65
2013;Broome;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Ventricular and Atrial Septal Defects;38;33;49;13;28
2013;Livingston;Dual;Diseases And Disorders Of The Cardiovascular System;History of Myocardial Infarction;38;33;48;11;26
2013;Madison;Non-Dual;Substance Abuse;Other Significant Drug Abuse - Continuous;38;33;65;26;174
2013;Cortland;Non-Dual;Substance Abuse;Cocaine Abuse;38;34;58;28;80
2013;Chemung;Dual;Diseases And Disorders Of The Cardiovascular System;History of Percutaneous Transluminal Coronary Angioplasty;38;35;51;21;77
2013;Onondaga;Dual;Substance Abuse;Opioid Abuse - Continuous;38;37;110;27;126
2013;Putnam;Dual;Mental Diseases And Disorders;Chronic Mental Health Diagnoses - Moderate;39;8;9;13;43
2013;Saratoga;Dual;Mental Diseases And Disorders;Attention Deficit / Hyperactivity Disorder;39;11;24;14;49
2013;Broome;Dual;Diseases And Disorders Of The Cardiovascular System;Defibrillator Status;39;12;19;17;45
2013;Warren;Dual;Mental Diseases And Disorders;Conduct, Impulse Control, and Other Disruptive Behavior Disorders;39;12;17;19;106
2013;Yates;Non-Dual;Mental Diseases And Disorders;Post Traumatic Stress Disorder;39;12;25;24;83
2013;Yates;Dual;Mental Diseases And Disorders;Bi-Polar Disorder;39;13;16;18;40
2013;Delaware;Dual;Diabetes Mellitus;Diabetic Neuropathy;39;15;23;18;50
2013;Essex;Non-Dual;Mental Diseases And Disorders;Depressive Psychosis - Severe;39;15;42;24;118
2013;Broome;Non-Dual;Diseases And Disordes Of The Respiratory System;Status Asthmaticus;39;17;30;25;78
2013;Rensselaer;Non-Dual;Mental Diseases And Disorders;Eating Disorder;39;17;28;26;103
2013;Saratoga;Non-Dual;Diabetes Mellitus;Diabetic Retinopathy;39;17;38;16;48
2013;Schoharie;Dual;Diseases And Disorders Of The Cardiovascular System;Other Cardiovascular Diagnoses - Major;39;18;25;20;47
2013;Allegany;Dual;Mental Diseases And Disorders;Chronic Mental Health Diagnoses - Minor;39;19;29;19;78
2013;Cayuga;Dual;Mental Diseases And Disorders;Chronic Mental Health Diagnoses - Moderate;39;20;37;22;95
2013;Franklin;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Valvular Disorders;39;20;48;21;68
2013;Herkimer;Dual;Diabetes Mellitus;Diabetic Retinopathy;39;20;27;14;27
2013;Dutchess;Dual;Substance Abuse;Other Significant Drug Abuse;39;21;84;29;183
2013;Jefferson;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Valvular Disorders;39;21;42;25;168
2013;Greene;Non-Dual;Mental Diseases And Disorders;Bi-Polar Disorder - Severe;39;22;43;23;74
2013;Rensselaer;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Cardiac Device Status;39;22;75;23;165
2013;Essex;Non-Dual;Mental Diseases And Disorders;Major Personality Disorders;39;23;51;30;109
2013;Allegany;Non-Dual;Diseases And Disorders Of The Cardiovascular System;History of Myocardial Infarction;39;24;52;31;96
2013;Franklin;Non-Dual;Diseases And Disorders Of The Cardiovascular System;History of Percutaneous Transluminal Coronary Angioplasty;39;24;43;32;116
2013;Montgomery;Dual;Diseases And Disorders Of The Cardiovascular System;History of Coronary Artery Bypass Graft;39;24;38;15;45
2013;Montgomery;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Other Cardiovascular Diagnoses - Major;39;24;45;23;155
2013;Columbia;Dual;Substance Abuse;Chronic Alcohol Abuse;39;25;37;22;75
2013;Tioga;Dual;Diseases And Disorders Of The Cardiovascular System;Angina and Ischemic Heart Disease;39;25;28;1;5
2013;Ulster;Non-Dual;Diseases And Disorders Of The Cardiovascular System;History of Coronary Artery Bypass Graft;39;25;52;22;60
2013;Montgomery;Dual;Substance Abuse;Drug Abuse - Cannabis/NOS/NEC;39;26;41;28;140
2013;Saratoga;Dual;Diseases And Disordes Of The Respiratory System;Other Major Chronic Pulmonary Diagnoses;39;26;45;13;40
2013;Bronx;Dual;Mental Diseases And Disorders;Eating Disorder;39;27;37;12;24
2013;Broome;Dual;Substance Abuse;Other Significant Drug Abuse;39;27;42;25;85
2013;Dutchess;Dual;Diseases And Disordes Of The Respiratory System;Tracheostomy Status;39;28;48;16;53
2013;Fulton;Dual;Substance Abuse;Drug Abuse - Cannabis/NOS/NEC;39;28;41;29;83
2013;Schenectady;Non-Dual;Diabetes Mellitus;Diabetic Nephropathy;39;28;97;26;113
2013;Steuben;Dual;Diseases And Disorders Of The Cardiovascular System;History of Coronary Artery Bypass Graft;39;28;45;22;74
2013;Clinton;Non-Dual;Diseases And Disorders Of The Cardiovascular System;History of Percutaneous Transluminal Coronary Angioplasty;39;29;53;29;112
2013;Steuben;Dual;Diseases And Disorders Of The Cardiovascular System;Pulmonary Hypertension;39;29;57;24;107
2013;Franklin;Dual;Diseases And Disorders Of The Cardiovascular System;Unstable Angina;39;30;47;23;60
2013;Rensselaer;Non-Dual;Diseases And Disorders Of The Cardiovascular System;History of Coronary Artery Bypass Graft;39;30;76;26;183
2013;Ontario;Dual;Diseases And Disorders Of The Cardiovascular System;Angina and Ischemic Heart Disease;39;31;42;17;34
2013;St Lawrence;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Chronic Cardiovascular Diagnoses - Minor;39;31;63;26;170
2013;Cortland;Dual;Diseases And Disorders Of The Cardiovascular System;History of Myocardial Infarction;39;32;43;16;40
2013;Tioga;Dual;Diseases And Disorders Of The Cardiovascular System;History of Myocardial Infarction;39;33;48;7;12
2013;Albany;Dual;Diseases And Disorders Of The Cardiovascular System;Unstable Angina;39;35;89;18;132
2013;Tompkins;Non-Dual;Substance Abuse;Other Significant Drug Abuse - Continuous;39;36;71;24;72
2013;Greene;Non-Dual;Substance Abuse;Delirium Tremens;39;38;83;28;91
2013;Ontario;Dual;Mental Diseases And Disorders;Attention Deficit / Hyperactivity Disorder;40;6;7;12;38
2013;Cattaraugus;Non-Dual;Mental Diseases And Disorders;Conduct Disorder - Severe;40;8;12;23;61
2013;Cortland;Dual;Mental Diseases And Disorders;Chronic Mental Health Diagnoses - Moderate;40;12;19;20;71
2013;Greene;Dual;Diabetes Mellitus;Diabetes with Circulatory Complication;40;13;17;10;15
2013;Allegany;Non-Dual;Mental Diseases And Disorders;Bi-Polar Disorder - Severe;40;15;37;26;77
2013;Otsego;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Angina and Ischemic Heart Disease;40;16;42;22;71
2013;Lewis;Dual;Diseases And Disordes Of The Respiratory System;Asthma;40;17;24;9;18
2013;Chenango;Dual;Substance Abuse;Chronic Alcohol Abuse;40;18;26;20;53
2013;Jefferson;Dual;Mental Diseases And Disorders;Post Traumatic Stress Disorder;40;18;23;19;56
2013;Franklin;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Malignant and Other Significant Hypertension;40;19;46;26;106
2013;Tompkins;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Cardiomyopathy;40;19;36;24;70
2013;Ontario;Dual;Substance Abuse;Opioid Abuse;40;20;34;19;56
2013;St Lawrence;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Cardiomyopathy;40;20;51;26;49
2013;Wayne;Dual;Diabetes Mellitus;Diabetes with Circulatory Complication;40;20;29;16;55
2013;Wyoming;Dual;Diseases And Disordes Of The Respiratory System;Other Chronic Pulmonary Diagnoses;40;20;36;15;35
2013;Montgomery;Non-Dual;Diabetes Mellitus;Other Diabetic Complications;40;21;47;29;119
2013;Lewis;Dual;Diseases And Disordes Of The Respiratory System;Other Chronic Pulmonary Diagnoses;40;23;38;5;8
2013;Herkimer;Dual;Diseases And Disorders Of The Cardiovascular System;Valvular Disorders;40;24;33;16;36
2013;Oneida;Non-Dual;Diseases And Disordes Of The Respiratory System;Status Asthmaticus;40;24;45;30;94
2013;St Lawrence;Dual;Diabetes Mellitus;Diabetic Nephropathy;40;24;38;15;33
2013;Washington;Non-Dual;Mental Diseases And Disorders;Major Personality Disorders;40;25;43;26;110
2013;Cortland;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Angina and Ischemic Heart Disease;40;26;54;32;102
2013;Steuben;Dual;Diabetes Mellitus;Other Diabetic Complications;40;27;64;25;83
2013;Cattaraugus;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Ventricular and Atrial Septal Defects;40;28;50;21;67
2013;Jefferson;Non-Dual;Diabetes Mellitus;Other Diabetic Complications;40;28;80;27;156
2013;Herkimer;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Congestive Heart Failure;40;29;91;22;68
2013;Herkimer;Dual;Diabetes Mellitus;Other Diabetic Complications;40;30;48;22;71
2013;Madison;Dual;Diseases And Disorders Of The Cardiovascular System;History of Myocardial Infarction;40;31;47;19;65
2013;Orleans;Dual;Diseases And Disorders Of The Cardiovascular System;Angina and Ischemic Heart Disease;40;31;46;19;73
2013;Oswego;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Unstable Angina;40;31;87;30;242
2013;Genesee;Non-Dual;Diseases And Disorders Of The Cardiovascular System;History of Myocardial Infarction;40;35;88;30;167
2013;Cayuga;Non-Dual;Substance Abuse;Drug Abuse Related Diagnoses;40;36;92;31;152
2013;Franklin;Dual;Diseases And Disorders Of The Cardiovascular System;History of Percutaneous Transluminal Coronary Angioplasty;40;36;60;24;100
2013;Rockland;Non-Dual;Diseases And Disordes Of The Respiratory System;Tracheostomy Status;40;37;107;23;67
2013;Columbia;Non-Dual;Substance Abuse;Delirium Tremens;40;38;108;28;162
2013;Sullivan;Non-Dual;Substance Abuse;Delirium Tremens;40;38;90;32;84
2013;Columbia;Non-Dual;Diseases And Disorders Of The Cardiovascular System;History of Myocardial Infarction;40;39;84;32;85
2013;Livingston;Non-Dual;Mental Diseases And Disorders;Depressive Psychosis - Severe;41;6;7;24;63
2013;Oneida;Dual;Mental Diseases And Disorders;Attention Deficit / Hyperactivity Disorder;41;8;13;18;95
2013;Yates;Non-Dual;Substance Abuse;Other Significant Drug Abuse;41;11;21;29;106
2013;Chemung;Non-Dual;Diseases And Disordes Of The Respiratory System;Chronic Bronchitis;41;13;24;25;110
2013;Chemung;Non-Dual;HIV Infection;HIV Disease;41;13;25;23;77
2013;Warren;Non-Dual;Mental Diseases And Disorders;Conduct Disorder - Severe;41;14;32;23;71
2013;Otsego;Dual;Diabetes Mellitus;Diabetic Retinopathy;41;17;22;10;16
2013;Wayne;Dual;Diseases And Disorders Of The Cardiovascular System;Cardiomyopathy;41;18;58;12;27
2013;Oneida;Dual;HIV Infection;HIV Disease;41;19;44;14;41
2013;Sullivan;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Valvular Disorders;41;20;55;19;43
2013;Tompkins;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Angina and Ischemic Heart Disease;41;20;41;27;54
2013;Sullivan;Dual;Diabetes Mellitus;Diabetic Nephropathy;41;21;42;16;71
2013;Rensselaer;Non-Dual;Substance Abuse;Drug Abuse Related Diagnoses;41;22;48;29;142
2013;Chautauqua;Non-Dual;Diseases And Disorders Of The Cardiovascular System;History of Coronary Artery Bypass Graft;41;23;57;28;110
2013;Dutchess;Non-Dual;Diseases And Disordes Of The Respiratory System;Major Respiratory Anomalies;41;23;57;21;44
2013;Livingston;Dual;Diseases And Disorders Of The Cardiovascular System;Other Cardiovascular Diagnoses - Major;41;23;32;13;23
2013;Fulton;Non-Dual;Diabetes Mellitus;Other Diabetic Complications;41;24;67;25;144
2013;Herkimer;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Other Cardiovascular Diagnoses - Major;41;24;57;20;57
2013;Jefferson;Non-Dual;Diseases And Disorders Of The Cardiovascular System;History of Percutaneous Transluminal Coronary Angioplasty;41;24;44;34;125
2013;Steuben;Dual;Mental Diseases And Disorders;Chronic Mental Health Diagnoses - Moderate;41;24;38;27;118
2013;Herkimer;Non-Dual;Mental Diseases And Disorders;Depressive Psychosis - Severe;41;25;58;29;67
2013;Broome;Non-Dual;Newborns And Other Neonates;Prematurity - Birthweight < 750 Grams;41;26;38;29;86
2013;Chautauqua;Dual;Diseases And Disorders Of The Cardiovascular System;Defibrillator Status;41;26;37;11;17
2013;St Lawrence;Dual;Mental Diseases And Disorders;Major Personality Disorders;41;26;39;16;58
2013;Allegany;Dual;Diseases And Disorders Of The Cardiovascular System;Angina and Ischemic Heart Disease;41;27;39;21;45
2013;Niagara;Non-Dual;Diabetes Mellitus;Diabetes with Circulatory Complication;41;28;82;23;80
2013;Washington;Dual;Diseases And Disorders Of The Cardiovascular System;Angina and Ischemic Heart Disease;41;29;43;9;40
2013;Wayne;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Atrial Fibrillation;41;29;68;24;91
2013;Herkimer;Dual;Substance Abuse;Chronic Alcohol Abuse;41;30;56;21;55
2013;Richmond;Non-Dual;Diabetes Mellitus;Diabetic Coma;41;30;88;22;65
2013;Genesee;Dual;Diseases And Disorders Of The Cardiovascular System;Other Cardiovascular Diagnoses - Major;41;31;41;16;31
2013;Wyoming;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Cardiac Dysrhythmia and Conduction Disorders;41;31;67;27;121
2013;Steuben;Dual;Diseases And Disorders Of The Cardiovascular System;Chronic Cardiovascular Diagnoses - Minor;41;34;53;26;88
2013;Dutchess;Non-Dual;Diseases And Disorders Of The Cardiovascular System;History of Percutaneous Transluminal Coronary Angioplasty;41;36;78;24;97
2013;Madison;Non-Dual;Diseases And Disorders Of The Cardiovascular System;History of Myocardial Infarction;41;36;86;28;153
2013;Chautauqua;Non-Dual;Diabetes Mellitus;Diabetic Ketoacidosis;41;38;113;35;175
2013;Niagara;Non-Dual;Diseases And Disordes Of The Respiratory System;Chronic Bronchitis;42;10;21;28;64
2013;Chemung;Non-Dual;Mental Diseases And Disorders;Conduct Disorder - Severe;42;14;24;27;109
2013;Broome;Dual;Mental Diseases And Disorders;Conduct, Impulse Control, and Other Disruptive Behavior Disorders;42;16;20;19;37
2013;Oswego;Dual;Diabetes Mellitus;Diabetic Retinopathy;42;17;26;13;71
2013;Tompkins;Dual;Diseases And Disorders Of The Cardiovascular System;Valvular Disorders;42;17;21;4;5
2013;Sullivan;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Ventricular and Atrial Septal Defects;42;18;38;17;46
2013;Columbia;Dual;Diabetes Mellitus;Diabetes - Juvenile Onset;42;19;27;15;42
2013;Steuben;Dual;Diabetes Mellitus;Diabetes with Circulatory Complication;42;19;22;13;28
2013;Chenango;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Other Cardiovascular Diagnoses - Major;42;20;49;26;98
2013;Erie;Dual;Diseases And Disordes Of The Respiratory System;Chronic Bronchitis;42;20;30;19;184
2013;Jefferson;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Cardiomyopathy;42;23;53;28;140
2013;Saratoga;Dual;Diseases And Disorders Of The Cardiovascular System;Chronic Cardiovascular Diagnoses - Minor;42;23;39;17;48
2013;Fulton;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Cardiomyopathy;42;25;49;21;73
2013;Rockland;Dual;Substance Abuse;Opioid Abuse;42;25;51;22;70
2013;Ulster;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Ventricular and Atrial Septal Defects;42;25;47;18;38
2013;Steuben;Dual;Diseases And Disorders Of The Cardiovascular System;Cardiomyopathy;42;27;51;26;95
2013;Cattaraugus;Dual;Substance Abuse;Drug Abuse - Cannabis/NOS/NEC;42;28;50;18;49
2013;Wyoming;Dual;Diseases And Disorders Of The Cardiovascular System;Angina and Ischemic Heart Disease;42;28;48;15;22
2013;Herkimer;Dual;Diseases And Disorders Of The Cardiovascular System;Cardiomyopathy;42;30;43;13;27
2013;Warren;Non-Dual;Diseases And Disorders Of The Cardiovascular System;History of Myocardial Infarction;42;30;72;25;75
2013;Steuben;Non-Dual;Diseases And Disorders Of The Cardiovascular System;History of Percutaneous Transluminal Coronary Angioplasty;42;31;46;31;134
2013;St Lawrence;Non-Dual;Diseases And Disordes Of The Respiratory System;Other Major Chronic Pulmonary Diagnoses;42;34;92;34;134
2013;Kings;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Mechanical Complication of Cardiac Devices, Implants and Grafts;42;36;115;22;70
2013;Albany;Non-Dual;Diseases And Disordes Of The Respiratory System;Tracheostomy Status;42;39;108;25;59
2013;Fulton;Non-Dual;Substance Abuse;Delirium Tremens;42;39;111;32;119
2013;Yates;Non-Dual;Diseases And Disordes Of The Respiratory System;Other Chronic Pulmonary Diagnoses;43;7;8;24;35
2013;Cattaraugus;Dual;Mental Diseases And Disorders;Attention Deficit / Hyperactivity Disorder;43;12;20;14;37
2013;Washington;Dual;Diseases And Disorders Of The Cardiovascular System;Cardiac Device Status;43;14;14;10;27
2013;Chemung;Non-Dual;Mental Diseases And Disorders;Eating Disorder;43;15;29;29;217
2013;Saratoga;Dual;Mental Diseases And Disorders;Conduct, Impulse Control, and Other Disruptive Behavior Disorders;43;16;27;19;55
2013;Chautauqua;Dual;Diseases And Disorders Of The Cardiovascular System;Coronary Graft Atherosclerosis;43;18;24;12;35
2013;Sullivan;Non-Dual;Diabetes Mellitus;Diabetes with Circulatory Complication;43;20;45;24;76
2013;Delaware;Non-Dual;Substance Abuse;Cocaine Abuse;43;21;40;27;80
2013;Fulton;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Valvular Disorders;43;21;46;25;75
2013;Greene;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Atrial Fibrillation;43;21;40;18;48
2013;Orleans;Dual;Mental Diseases And Disorders;Schizophrenia;43;21;25;15;27
2013;St Lawrence;Dual;Diseases And Disorders Of The Cardiovascular System;Chronic Cardiovascular Diagnoses - Minor;43;21;31;19;43
2013;Niagara;Dual;Substance Abuse;Opioid Abuse - Continuous;43;23;38;20;72
2014;Schuyler;Dual;Diabetes Mellitus;Diabetes;166;56;86;93;312
2013;Albany;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Defibrillator Status;43;24;64;19;136
2013;Fulton;Dual;Diseases And Disorders Of The Cardiovascular System;Cardiomyopathy;43;24;32;20;55
2013;Broome;Dual;Mental Diseases And Disorders;Major Personality Disorders;43;25;39;26;118
2013;Cortland;Dual;Diseases And Disorders Of The Cardiovascular System;Angina and Ischemic Heart Disease;43;25;32;18;39
2013;Madison;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Angina and Ischemic Heart Disease;43;26;54;23;65
2013;Cayuga;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Other Cardiovascular Diagnoses - Major;43;27;54;23;60
2013;Essex;Dual;Diseases And Disorders Of The Cardiovascular System;Other Cardiovascular Diagnoses - Major;43;27;39;25;67
2013;Saratoga;Non-Dual;Diseases And Disorders Of The Cardiovascular System;History of Percutaneous Transluminal Coronary Angioplasty;43;27;41;24;59
2013;Allegany;Non-Dual;Mental Diseases And Disorders;Major Personality Disorders;43;28;46;28;113
2013;Niagara;Dual;Diseases And Disorders Of The Cardiovascular System;Pulmonary Hypertension;43;28;42;18;50
2013;Cattaraugus;Non-Dual;Diseases And Disorders Of The Cardiovascular System;History of Percutaneous Transluminal Coronary Angioplasty;43;33;68;38;144
2013;Nassau;Dual;Substance Abuse;Drug Abuse Related Diagnoses;43;34;125;18;57
2013;Oswego;Dual;Substance Abuse;Drug Abuse Related Diagnoses;43;35;80;33;240
2013;Rensselaer;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Pulmonary Hypertension;43;35;108;29;137
2013;Warren;Dual;Diseases And Disorders Of The Cardiovascular System;Pulmonary Hypertension;43;35;57;18;51
2013;Dutchess;Dual;Mental Diseases And Disorders;Schizophrenia - Exacerbation;43;36;72;21;86
2013;Nassau;Non-Dual;Newborns And Other Neonates;Extreme Prematurity - Birthweight NOS;43;37;56;17;31
2013;Columbia;Dual;Diseases And Disorders Of The Cardiovascular System;History of Coronary Artery Bypass Graft;43;38;52;19;41
2013;Orange;Non-Dual;Diabetes Mellitus;Diabetic Ketoacidosis;43;38;114;37;138
2013;Rensselaer;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Chronic Cardiovascular Diagnoses - Minor;43;39;102;28;144
2013;Suffolk;Dual;Substance Abuse;Cocaine Abuse - Continuous;43;40;120;24;63
2013;Sullivan;Dual;Diseases And Disorders Of The Cardiovascular System;History of Percutaneous Transluminal Coronary Angioplasty;43;40;64;30;91
2013;Bronx;Dual;Diseases And Disorders Of The Cardiovascular System;Mechanical Complication of Cardiac Devices, Implants and Grafts;43;42;77;16;34
2013;Clinton;Non-Dual;Substance Abuse;Delirium Tremens;43;42;98;34;115
2013;Chemung;Dual;Mental Diseases And Disorders;Attention Deficit / Hyperactivity Disorder;44;8;13;20;50
2013;Yates;Dual;Mental Diseases And Disorders;Chronic Stress and Anxiety Diagnoses;44;11;16;19;58
2013;Albany;Dual;Mental Diseases And Disorders;Schizophrenia - Exacerbation;44;12;23;13;41
2013;Seneca;Non-Dual;Diabetes Mellitus;Diabetic Neuropathy;44;12;31;25;71
2013;Yates;Non-Dual;Mental Diseases And Disorders;Chronic Mental Health Diagnoses - Moderate;44;13;26;29;93
2013;Franklin;Dual;Mental Diseases And Disorders;Chronic Mental Health Diagnoses - Moderate;44;14;32;22;93
2013;Franklin;Dual;Diseases And Disorders Of The Cardiovascular System;Cardiac Device Status;44;16;25;20;34
2013;Fulton;Dual;Mental Diseases And Disorders;Post Traumatic Stress Disorder;44;16;24;29;105
2013;Yates;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Coronary Atherosclerosis;44;16;27;24;51
2013;Livingston;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Congestive Heart Failure;44;17;36;21;62
2013;Ontario;Dual;Mental Diseases And Disorders;Depressive Psychosis - Severe;44;18;25;18;53
2013;Schuyler;Non-Dual;Mental Diseases And Disorders;Post Traumatic Stress Disorder;44;18;28;30;120
2013;Orange;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Defibrillator Status;44;19;43;25;93
2013;Tompkins;Dual;Mental Diseases And Disorders;Post Traumatic Stress Disorder;44;19;28;8;22
2013;Cattaraugus;Non-Dual;Diabetes Mellitus;Other Diabetic Complications;44;20;96;29;99
2013;Clinton;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Cardiomyopathy;44;20;43;25;91
2013;Erie;Dual;Mental Diseases And Disorders;Eating Disorder;44;20;36;21;82
2013;Madison;Dual;Diseases And Disorders Of The Cardiovascular System;Cardiac Device Status;44;20;27;19;48
2013;Schenectady;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Cardiac Device Status;44;20;57;27;91
2013;Columbia;Non-Dual;Diabetes Mellitus;Diabetes - Juvenile Onset;44;22;38;26;75
2013;Dutchess;Dual;Diseases And Disorders Of The Cardiovascular System;Defibrillator Status;44;22;30;18;48
2013;Madison;Non-Dual;Mental Diseases And Disorders;Major Personality Disorders;44;22;76;27;274
2013;Ulster;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Cardiac Device Status;44;23;44;20;37
2013;Franklin;Dual;Substance Abuse;Chronic Alcohol Abuse;44;24;54;19;46
2013;Rockland;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Other Major Congenital Heart Diagnoses Except Valvular;44;26;56;17;37
2013;Cayuga;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Malignant and Other Significant Hypertension;44;27;65;20;65
2013;Jefferson;Dual;Diseases And Disordes Of The Respiratory System;Other Major Chronic Pulmonary Diagnoses;44;27;41;15;41
2013;Cortland;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Congestive Heart Failure;44;28;72;31;108
2013;Sullivan;Non-Dual;Diabetes Mellitus;Other Diabetic Complications;44;28;78;30;137
2013;Ontario;Non-Dual;Mental Diseases And Disorders;Major Personality Disorders;44;29;62;34;118
2013;Yates;Dual;Diseases And Disorders Of The Cardiovascular System;Congestive Heart Failure;44;30;39;22;52
2013;Dutchess;Non-Dual;Diseases And Disorders Of The Cardiovascular System;History of Coronary Artery Bypass Graft;44;31;60;24;58
2013;Genesee;Dual;Diseases And Disorders Of The Cardiovascular System;Angina and Ischemic Heart Disease;44;32;51;15;38
2013;Chemung;Dual;Diabetes Mellitus;Other Diabetic Complications;44;33;54;27;113
2013;Dutchess;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Pulmonary Hypertension;44;34;85;22;64
2013;Schenectady;Dual;Diseases And Disordes Of The Respiratory System;Other Major Chronic Pulmonary Diagnoses;44;34;56;17;29
2013;Rensselaer;Dual;Diseases And Disordes Of The Respiratory System;Other Major Chronic Pulmonary Diagnoses;44;39;81;25;90
2013;Montgomery;Non-Dual;Substance Abuse;Other Significant Drug Abuse - Continuous;44;40;96;37;141
2013;Hamilton;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Hypertension;45;6;13;16;32
2013;Greene;Non-Dual;Diabetes Mellitus;Diabetes - Juvenile Onset;45;12;28;16;97
2013;Otsego;Dual;Mental Diseases And Disorders;Chronic Mental Health Diagnoses - Moderate;45;14;27;21;61
2013;Jefferson;Dual;Diabetes Mellitus;Diabetic Retinopathy;45;16;21;14;28
2013;Schoharie;Dual;Mental Diseases And Disorders;Chronic Mental Health Diagnoses - Minor;45;16;31;17;51
2013;Schuyler;Non-Dual;Substance Abuse;Other Significant Drug Abuse;45;18;31;31;72
2013;Herkimer;Non-Dual;Diabetes Mellitus;Diabetes - Juvenile Onset;45;19;54;26;73
2013;Wayne;Dual;Diseases And Disorders Of The Cardiovascular System;Valvular Disorders;45;19;25;13;26
2013;Otsego;Dual;Diseases And Disorders Of The Cardiovascular System;Valvular Disorders;45;20;26;19;56
2013;Ontario;Dual;Diseases And Disorders Of The Cardiovascular System;Valvular Disorders;45;21;37;16;43
2013;Orange;Dual;Diseases And Disorders Of The Cardiovascular System;Coronary Graft Atherosclerosis;45;21;30;17;46
2013;Rockland;Dual;Mental Diseases And Disorders;Bi-Polar Disorder - Severe;45;21;41;25;70
2013;Saratoga;Non-Dual;Diabetes Mellitus;Other Diabetic Complications;45;22;54;28;121
