Indicator,Indicator_Number,County_name,County,Year,Output,Measure
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Erie County,29,2008,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Essex County,31,2008,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Kings County,47,2008,0.92,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Monroe County,55,2008,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Nassau County,59,2008,0.85,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,New York Coun,61,2008,1.64,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Niagara Count,63,2008,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Onondaga Coun,67,2008,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Orange County,71,2008,0.85,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Queens County,81,2008,0.28,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Richmond Coun,85,2008,0.83,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,St. Lawrence,89,2008,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Steuben Count,101,2008,0.31,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Suffolk Count,103,2008,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Westchester C,119,2008,0.84,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Albany County,1,2009,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Bronx County,5,2009,0.58,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Chautauqua Co,13,2009,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Erie County,29,2009,0.28,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Essex County,31,2009,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Kings County,47,2009,0.89,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Monroe County,55,2009,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Nassau County,59,2009,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,New York Coun,61,2009,0.81,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Niagara Count,63,2009,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Onondaga Coun,67,2009,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Orange County,71,2009,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Queens County,81,2009,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Richmond Coun,85,2009,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,St. Lawrence,89,2009,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Steuben Count,101,2009,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Suffolk Count,103,2009,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Westchester C,119,2009,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Albany County,1,2010,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Bronx County,5,2010,0.88,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Chautauqua Co,13,2010,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Erie County,29,2010,0.57,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Essex County,31,2010,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Kings County,47,2010,0.88,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Monroe County,55,2010,0.9,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Nassau County,59,2010,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,New York Coun,61,2010,0.82,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Niagara Count,63,2010,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Onondaga Coun,67,2010,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Orange County,71,2010,0.88,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Queens County,81,2010,0.57,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Richmond Coun,85,2010,0.83,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Steuben Count,101,2010,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Suffolk Count,103,2010,0.87,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Westchester C,119,2010,0.85,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Albany County,1,2011,0.29,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Bronx County,5,2011,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Chautauqua Co,13,2011,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Erie County,29,2011,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Essex County,31,2011,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Kings County,47,2011,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Monroe County,55,2011,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Nassau County,59,2011,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,New York Coun,61,2011,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Niagara Count,63,2011,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Onondaga Coun,67,2011,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Orange County,71,2011,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Queens County,81,2011,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Richmond Coun,85,2011,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Steuben Count,101,2011,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Suffolk Count,103,2011,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Westchester C,119,2011,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Albany County,1,2012,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Bronx County,5,2012,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Chautauqua Co,13,2012,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Erie County,29,2012,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Essex County,31,2012,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Kings County,47,2012,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Monroe County,55,2012,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,New York Coun,61,2012,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Niagara Count,63,2012,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Onondaga Coun,67,2012,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Orange County,71,2012,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Queens County,81,2012,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Richmond Coun,85,2012,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Steuben Count,101,2012,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Suffolk Count,103,2012,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Albany County,1,2013,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Bronx County,5,2013,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Chautauqua Co,13,2013,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Erie County,29,2013,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Essex County,31,2013,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Kings County,47,2013,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Monroe County,55,2013,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,New York Coun,61,2013,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Niagara Count,63,2013,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Onondaga Coun,67,2013,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Orange County,71,2013,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Queens County,81,2013,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Richmond Coun,85,2013,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Steuben Count,101,2013,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Suffolk Count,103,2013,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Albany County,1,2014,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Bronx County,5,2014,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Chautauqua Co,13,2014,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Erie County,29,2014,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Essex County,31,2014,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Kings County,47,2014,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Monroe County,55,2014,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,New York Coun,61,2014,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Onondaga Coun,67,2014,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Orange County,71,2014,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Queens County,81,2014,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Richmond Coun,85,2014,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Steuben Count,101,2014,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Suffolk Count,103,2014,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Albany County,1,2015,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Bronx County,5,2015,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Chautauqua Co,13,2015,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Erie County,29,2015,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Essex County,31,2015,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Kings County,47,2015,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Monroe County,55,2015,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,New York Coun,61,2015,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Onondaga Coun,67,2015,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Orange County,71,2015,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Queens County,81,2015,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Richmond Coun,85,2015,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Steuben Count,101,2015,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Suffolk Count,103,2015,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Albany County,1,2016,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Bronx County,5,2016,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Chautauqua Co,13,2016,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Erie County,29,2016,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Essex County,31,2016,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Kings County,47,2016,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Monroe County,55,2016,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,New York Coun,61,2016,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Onondaga Coun,67,2016,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Orange County,71,2016,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Queens County,81,2016,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Richmond Coun,85,2016,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Steuben Count,101,2016,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Suffolk Count,103,2016,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Albany County,1,2017,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Bronx County,5,2017,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Chautauqua Co,13,2017,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Erie County,29,2017,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Essex County,31,2017,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Kings County,47,2017,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Monroe County,55,2017,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,New York Coun,61,2017,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Onondaga Coun,67,2017,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Orange County,71,2017,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Queens County,81,2017,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Richmond Coun,85,2017,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Steuben Count,101,2017,0,Percent
Fine Particulate (PM2.5): Annual Percent of Monitored Days Above National Ambient Air Quality Standard,2,Suffolk Count,103,2017,0,Percent
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Albany County,1,2000,920630,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Bronx County,5,2000,19995220,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Broome County,7,2000,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Chautauqua Co,13,2000,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Dutchess Coun,27,2000,940675,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Erie County,29,2000,2936827,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Essex County,31,2000,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Kings County,47,2000,37208975,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Monroe County,55,2000,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Nassau County,59,2000,12096700,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,New York Coun,61,2000,36384095,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Niagara Count,63,2000,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Oneida County,65,2000,773228,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Onondaga Coun,67,2000,1441228,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Orange County,71,2000,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Queens County,81,2000,26475866,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Richmond Coun,85,2000,4096910,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,St. Lawrence,89,2000,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Schenectady C,93,2000,477697,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Steuben Count,101,2000,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Suffolk Count,103,2000,4768712,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Westchester C,119,2000,3248188,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Albany County,1,2001,916311,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Bronx County,5,2001,23705430,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Broome County,7,2001,672631,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Chautauqua Co,13,2001,888359,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Dutchess Coun,27,2001,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Erie County,29,2001,16990720,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Essex County,31,2001,46392,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Kings County,47,2001,19945522,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Monroe County,55,2001,6865938,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Nassau County,59,2001,7935551,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,New York Coun,61,2001,32021114,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Niagara Count,63,2001,2798999,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Oneida County,65,2001,1436977,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Onondaga Coun,67,2001,5190085,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Orange County,71,2001,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Queens County,81,2001,22895632,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Richmond Coun,85,2001,2643077,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,St. Lawrence,89,2001,376819,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Schenectady C,93,2001,452643,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Steuben Count,101,2001,339505,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Suffolk Count,103,2001,9000139,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Westchester C,119,2001,2810129,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Albany County,1,2002,2815689,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Bronx County,5,2002,19503248,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Broome County,7,2002,3342040,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Chautauqua Co,13,2002,1328850,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Dutchess Coun,27,2002,875088,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Erie County,29,2002,14114595,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Essex County,31,2002,187622,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Kings County,47,2002,21557239,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Monroe County,55,2002,6709282,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Nassau County,59,2002,7950305,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,New York Coun,61,2002,23077822,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Niagara Count,63,2002,1488156,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Oneida County,65,2002,2946154,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Onondaga Coun,67,2002,6817547,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Orange County,71,2002,1120312,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Queens County,81,2002,23671867,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Richmond Coun,85,2002,5246881,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,St. Lawrence,89,2002,1384827,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Schenectady C,93,2002,1377632,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Steuben Count,101,2002,985332,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Suffolk Count,103,2002,13182940,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Westchester C,119,2002,2821115,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Albany County,1,2003,1894759,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Bronx County,5,2003,17447935,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Broome County,7,2003,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Chautauqua Co,13,2003,487566,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Dutchess Coun,27,2003,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Erie County,29,2003,14691188,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Essex County,31,2003,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Kings County,47,2003,31952022,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Monroe County,55,2003,4791326,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Nassau County,59,2003,17158343,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,New York Coun,61,2003,23561414,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Niagara Count,63,2003,1501817,Person Days
